Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
5/7/2017,21:15,17.49,1927,-100.8,8.36,61.95,6.2,1.8,85.9,8.17,0.5
5/7/2017,21:30,17.43,1925,-100.8,8.36,66.52,6.3,1.8,85.8,8.17,0.5
5/7/2017,21:45,17.29,1923,-100.7,8.36,61.26,6.1,1.7,85.6,8.17,0.6
5/7/2017,22:00,17.23,1920,-100.6,8.36,63.61,6.2,1.8,85.4,8.17,0.5
5/7/2017,22:15,17.18,1918,-100.7,8.36,63.52,6.3,1.8,85.3,8.17,0.6
5/7/2017,22:30,17.16,1918,-100.7,8.36,63.64,6.3,1.8,85.1,8.15,0.5
5/7/2017,22:45,17.13,1918,-100.7,8.36,62.48,6.2,1.8,85,8.15,0.5
5/7/2017,23:00,17.11,1917,-100.8,8.36,58.67,6.3,1.8,84.9,8.14,0.5
5/7/2017,23:15,17.09,1917,-100.8,8.36,60.73,6.5,1.8,84.7,8.13,0.5
5/7/2017,23:30,17.1,1917,-100.8,8.36,61.18,6.2,1.8,84.7,8.12,0.5
5/7/2017,23:45,17.07,1916,-100.8,8.36,56.44,6.1,1.7,84.6,8.12,0.5
5/8/2017,0:00,17.02,1915,-100.7,8.36,56.23,5.9,1.7,84.4,8.11,0.5
5/8/2017,0:15,16.95,1915,-100.6,8.36,55.13,6.1,1.7,84.2,8.1,0.5
5/8/2017,0:30,16.85,1914,-100.6,8.36,53.82,6.2,1.8,84.1,8.11,0.5
5/8/2017,0:45,16.83,1913,-100.6,8.36,55.45,6.1,1.7,84,8.1,0.5
5/8/2017,1:00,16.88,1913,-100.8,8.36,53.5,6.3,1.8,84,8.09,0.5
5/8/2017,1:15,16.9,1913,-100.8,8.36,52.37,6.3,1.8,84,8.09,0.5
5/8/2017,1:30,16.89,1913,-100.8,8.36,52.45,6.1,1.7,83.9,8.08,0.5
5/8/2017,1:45,16.83,1915,-100.6,8.36,50.73,5.9,1.7,83.7,8.07,0.5
5/8/2017,2:00,16.79,1915,-100.6,8.36,50.59,6,1.7,83.6,8.07,0.5
5/8/2017,2:15,16.74,1915,-100.5,8.36,49.51,6,1.7,83.4,8.06,0.5
5/8/2017,2:30,16.72,1916,-100.5,8.36,52.35,6,1.7,83.4,8.06,0.5
5/8/2017,2:45,16.7,1918,-100.6,8.36,49.75,5.8,1.6,83.3,8.05,0.5
5/8/2017,3:00,16.71,1920,-100.6,8.36,52.32,5.6,1.6,83.3,8.05,0.5
5/8/2017,3:15,16.69,1922,-100.6,8.36,51.43,5.6,1.6,83.2,8.04,0.5
5/8/2017,3:30,16.63,1923,-100.5,8.36,52.91,5.6,1.6,83.1,8.05,0.5
5/8/2017,3:45,16.58,1923,-100.5,8.36,50.98,5.6,1.6,83,8.05,0.5
5/8/2017,4:00,16.56,1924,-100.7,8.36,49.8,5.5,1.6,83.2,8.07,0.5
5/8/2017,4:15,16.57,1925,-100.8,8.36,48.24,5.5,1.6,83.2,8.07,0.5
5/8/2017,4:30,16.63,1927,-100.7,8.36,47.7,5.2,1.5,83.2,8.06,0.5
5/8/2017,4:45,16.61,1927,-100.6,8.36,47.6,5.4,1.5,83.1,8.05,0.5
5/8/2017,5:00,16.56,1928,-100.7,8.36,46.16,5.2,1.5,83,8.05,0.5
5/8/2017,5:15,16.56,1930,-100.6,8.36,45.65,5.2,1.5,82.9,8.03,0.5
5/8/2017,5:30,16.49,1935,-100.6,8.36,44.76,5.3,1.5,82.7,8.03,0.5
5/8/2017,5:45,16.4,1935,-100.5,8.36,45.63,5.6,1.6,82.5,8.02,0.5
5/8/2017,6:00,16.4,1933,-100.5,8.36,44.74,5.5,1.6,82.4,8.01,0.5
5/8/2017,6:15,16.4,1932,-100.6,8.36,44.53,5.5,1.6,82.3,8,0.5
5/8/2017,6:30,16.39,1933,-100.6,8.36,43.83,5.5,1.6,82.2,8,0.5
5/8/2017,6:45,16.36,1933,-100.7,8.36,42.6,5.1,1.5,82.2,8.01,0.5
5/8/2017,7:00,16.34,1935,-100.7,8.36,41.83,4.8,1.4,82.2,8.01,0.5
5/8/2017,7:15,16.32,1938,-100.5,8.36,41.66,5,1.4,82.2,8.01,0.5
5/8/2017,7:30,16.3,1938,-100.6,8.36,40.61,4.8,1.4,82.2,8.02,0.5
5/8/2017,7:45,16.28,1940,-100.5,8.36,39.71,4.7,1.4,82.3,8.02,0.5
5/8/2017,8:00,16.28,1942,-100.5,8.36,39.8,4.8,1.4,82.3,8.02,0.5
5/8/2017,8:15,16.27,1941,-100.5,8.36,39.94,4.8,1.4,82.2,8.02,0.5
5/8/2017,8:30,16.27,1940,-100.5,8.36,39.18,4.6,1.3,82.2,8.02,0.4
5/8/2017,8:45,16.29,1941,-100.6,8.36,38.24,4.7,1.4,82.4,8.04,0.5
5/8/2017,9:00,16.29,1942,-100.7,8.36,38.23,5,1.5,82.6,8.05,0.5
5/8/2017,9:15,16.3,1941,-100.7,8.36,37.23,4.9,1.4,82.6,8.05,0.5
5/8/2017,9:30,16.31,1939,-100.7,8.36,37.87,4.8,1.4,82.5,8.04,0.5
5/8/2017,9:45,16.31,1939,-100.8,8.36,38.55,5,1.4,82.5,8.04,0.5
5/8/2017,10:00,16.41,1940,-100.9,8.37,36.44,4.8,1.4,82.9,8.07,0.4
5/8/2017,10:15,16.42,1941,-100.9,8.37,37.06,4.9,1.4,83,8.07,0.5
5/8/2017,10:30,16.47,1941,-100.8,8.36,36.73,5,1.4,83.2,8.08,0.5
5/8/2017,10:45,16.55,1941,-101,8.37,35.8,4.9,1.4,83.7,8.12,0.5
5/8/2017,11:00,16.61,1944,-101.1,8.37,35.54,5,1.4,84.1,8.14,0.5
5/8/2017,11:15,16.69,1948,-101.2,8.37,35.39,5,1.4,84.4,8.16,0.5
5/8/2017,11:30,16.73,1952,-101.2,8.37,34.63,4.9,1.4,84.5,8.16,0.5
5/8/2017,11:45,16.78,1953,-101.2,8.37,33.53,4.8,1.4,84.5,8.16,0.4
5/8/2017,12:00,16.92,1953,-101.2,8.37,32.74,4.7,1.4,84.9,8.17,0.5
5/8/2017,12:15,16.9,1954,-101.3,8.37,31.85,4.8,1.4,84.9,8.17,0.4
5/8/2017,12:30,16.86,1954,-101.3,8.37,30.76,4.7,1.4,85,8.19,0.4
5/8/2017,12:45,17.07,1956,-101.5,8.37,30.17,4.5,1.3,85.8,8.23,0.4
5/8/2017,13:00,17.43,1954,-101.7,8.37,30.52,4.6,1.3,86.6,8.25,0.4
5/8/2017,13:15,17.36,1954,-101.6,8.37,30.09,4.5,1.3,86.4,8.24,0.5
5/8/2017,13:30,17.52,1955,-101.5,8.37,29.57,4.3,1.3,87,8.27,0.4
5/8/2017,13:45,17.4,1955,-101.3,8.37,29.79,4.6,1.3,86.5,8.24,0.4
5/8/2017,14:00,17.23,1952,-101.2,8.37,30.14,4.7,1.4,85.8,8.2,0.4
5/8/2017,14:15,17.22,1951,-101.2,8.37,29.59,4.7,1.4,85.8,8.21,0.4
5/8/2017,14:30,17.19,1951,-101.2,8.37,32.13,4.7,1.4,85.6,8.19,0.5
5/8/2017,14:45,17.22,1951,-101.3,8.37,31.42,4.9,1.4,85.7,8.2,0.5
5/8/2017,15:00,17.28,1951,-101.3,8.37,31.75,5,1.4,85.9,8.21,0.5
5/8/2017,15:15,17.37,1953,-101.4,8.37,32.04,4.7,1.4,86.3,8.22,0.4
5/8/2017,15:30,17.39,1955,-101.4,8.37,33.12,4.9,1.4,86.3,8.23,0.5
5/8/2017,15:45,17.43,1955,-101.5,8.37,33.38,5.1,1.5,86.5,8.24,0.5
5/8/2017,16:00,17.45,1956,-101.5,8.37,34.16,5.1,1.5,86.5,8.24,0.5
5/8/2017,16:15,17.45,1955,-101.4,8.37,35.51,5.2,1.5,86.5,8.24,0.4
5/8/2017,16:30,17.51,1955,-101.6,8.37,35.02,5.2,1.5,86.8,8.25,0.5
5/8/2017,16:45,17.51,1954,-101.5,8.37,37.26,5.4,1.5,86.8,8.25,0.4
5/8/2017,17:00,17.53,1953,-101.5,8.37,39.62,5.4,1.5,86.7,8.24,0.5
5/8/2017,17:15,17.54,1953,-101.5,8.37,41.38,5.5,1.6,86.7,8.23,0.5
5/8/2017,17:30,17.56,1952,-101.6,8.37,45.83,5.6,1.6,86.7,8.23,0.5
5/8/2017,17:45,17.56,1952,-101.5,8.37,57.97,5.8,1.6,86.6,8.23,0.5
5/8/2017,18:00,17.57,1952,-101.5,8.37,64.86,6,1.7,86.6,8.22,0.5
5/8/2017,18:15,17.58,1952,-101.5,8.37,72.95,6.2,1.8,86.6,8.22,0.6
5/8/2017,18:30,17.6,1952,-101.6,8.37,67.84,6.1,1.7,86.7,8.23,0.6
5/8/2017,18:45,17.6,1951,-101.7,8.37,75.09,6.1,1.7,86.7,8.22,0.6
5/8/2017,19:00,17.6,1951,-101.7,8.37,77.16,6.2,1.8,86.6,8.22,0.6
5/8/2017,19:15,17.58,1951,-101.6,8.37,82.7,6.3,1.8,86.4,8.2,0.6
5/8/2017,19:30,17.57,1951,-101.7,8.37,81.99,6.5,1.8,86.4,8.21,0.6
5/8/2017,19:45,17.56,1951,-101.7,8.37,98.89,6.7,1.9,86.4,8.2,0.7
5/8/2017,20:00,17.52,1951,-101.8,8.38,86.06,6.6,1.9,86.2,8.2,0.7
5/8/2017,20:15,17.49,1945,-101.8,8.38,83.92,6.9,1.9,86.2,8.2,0.6
5/8/2017,20:30,17.48,1945,-101.7,8.38,78.26,6.7,1.9,86.1,8.19,0.6
5/8/2017,20:45,17.48,1946,-101.8,8.38,75.63,7.3,2.1,85.9,8.18,0.6
5/8/2017,21:00,17.47,1944,-101.8,8.38,72.19,7.2,2,85.9,8.17,0.6
5/8/2017,21:15,17.49,1940,-101.8,8.38,73.02,7.4,2.1,85.7,8.15,0.6
5/8/2017,21:30,17.5,1939,-101.7,8.37,73.53,7.3,2,85.6,8.14,0.6
5/8/2017,21:45,17.48,1939,-101.6,8.37,71.05,7.3,2,85.5,8.14,0.6
5/8/2017,22:00,17.45,1939,-101.7,8.37,68.46,8.1,2.3,85.4,8.13,0.6
5/8/2017,22:15,17.44,1940,-101.7,8.38,65.92,7.2,2,85.4,8.13,0.6
5/8/2017,22:30,17.43,1939,-101.6,8.37,61.45,7.2,2,85.3,8.12,0.6
5/8/2017,22:45,17.43,1938,-101.7,8.37,60.48,7.1,2,85.2,8.11,0.6
5/8/2017,23:00,17.43,1936,-101.6,8.37,59.65,6.9,1.9,85,8.09,0.6
5/8/2017,23:15,17.42,1935,-101.5,8.37,57.93,6.9,1.9,84.7,8.07,0.6
5/8/2017,23:30,17.42,1935,-101.4,8.37,53.58,6.8,1.9,84.4,8.04,0.6
5/8/2017,23:45,17.41,1935,-101.5,8.37,55.68,6.9,1.9,84.4,8.04,0.6
5/9/2017,0:00,17.39,1934,-101.5,8.37,51.52,5.7,1.6,84.2,8.03,0.5
5/9/2017,0:15,17.39,1934,-101.4,8.37,50.98,6.6,1.9,84.2,8.02,0.5
5/9/2017,0:30,17.38,1934,-101.4,8.37,49.63,6.5,1.8,84,8.01,0.5
5/9/2017,0:45,17.39,1933,-101.3,8.37,49.19,6.5,1.8,83.9,7.99,0.5
5/9/2017,1:00,17.38,1933,-101.2,8.37,48.11,6.4,1.8,83.7,7.98,0.5
5/9/2017,1:15,17.38,1933,-101.1,8.37,49.19,6.4,1.8,83.3,7.94,0.5
5/9/2017,1:30,17.41,1932,-101.1,8.37,48.42,6.2,1.7,83.2,7.93,0.5
5/9/2017,1:45,17.4,1931,-101.1,8.37,48.73,6.2,1.8,83.1,7.92,0.5
5/9/2017,2:00,17.4,1929,-101.1,8.36,47.41,6.2,1.7,83,7.91,0.5
5/9/2017,2:15,17.42,1929,-101.1,8.36,49.03,6.4,1.8,82.9,7.89,0.5
5/9/2017,2:30,17.43,1928,-101.1,8.36,47.55,6.2,1.8,82.6,7.86,0.5
5/9/2017,2:45,17.42,1928,-101.1,8.36,47.14,6.1,1.7,82.5,7.86,0.5
5/9/2017,3:00,17.43,1926,-101.1,8.36,45.71,6.1,1.7,82.3,7.84,0.5
5/9/2017,3:15,17.44,1926,-101,8.36,44.88,5.9,1.7,82,7.81,0.5
5/9/2017,3:30,17.43,1924,-101.1,8.36,44.95,6.2,1.8,81.9,7.8,0.5
5/9/2017,3:45,17.45,1923,-101.1,8.36,45.06,6,1.7,81.9,7.8,0.5
5/9/2017,4:00,17.44,1921,-101,8.36,50.36,6,1.7,81.7,7.78,0.5
5/9/2017,4:15,17.43,1920,-100.9,8.36,41.94,5.7,1.6,81.5,7.76,0.5
5/9/2017,4:30,17.44,1921,-100.8,8.36,45.11,5.7,1.6,81.3,7.74,0.5
5/9/2017,4:45,17.4,1921,-100.7,8.36,43.06,5.8,1.6,81.2,7.74,0.5
5/9/2017,5:00,17.38,1921,-100.7,8.36,42.88,5.6,1.6,81.1,7.73,0.5
5/9/2017,5:15,17.35,1921,-100.6,8.36,42.54,5.7,1.6,81.1,7.74,0.5
5/9/2017,5:30,17.32,1921,-100.6,8.36,48.65,5.7,1.6,81.2,7.75,0.5
5/9/2017,5:45,17.3,1921,-100.6,8.36,41.52,5.7,1.6,81.1,7.75,0.5
5/9/2017,6:00,17.29,1922,-100.6,8.36,38.08,5.5,1.6,81.1,7.74,0.5
5/9/2017,6:15,17.25,1923,-100.6,8.36,39.08,5.1,1.5,81,7.74,0.5
5/9/2017,6:30,17.24,1923,-100.6,8.36,39.3,5.1,1.5,80.9,7.74,0.4
5/9/2017,6:45,17.21,1923,-100.6,8.36,41.39,4.9,1.4,80.8,7.73,0.5
5/9/2017,7:00,17.14,1925,-100.7,8.36,38.84,4.8,1.4,80.8,7.74,0.4
5/9/2017,7:15,17.13,1925,-100.6,8.36,39.19,4.7,1.4,80.7,7.73,0.5
5/9/2017,7:30,17.11,1926,-100.6,8.36,37.47,4.7,1.3,80.8,7.74,0.4
5/9/2017,7:45,17.12,1926,-100.7,8.36,37.74,4.7,1.4,80.8,7.74,0.4
5/9/2017,8:00,17.09,1927,-100.7,8.36,36.04,4.7,1.4,81,7.77,0.4
5/9/2017,8:15,17.09,1927,-100.8,8.36,35.79,4.6,1.3,81.1,7.78,0.4
5/9/2017,8:30,17.09,1927,-100.8,8.36,35.96,4.5,1.3,81.2,7.78,0.4
5/9/2017,8:45,17.11,1927,-100.9,8.36,33.94,4.6,1.3,81.2,7.79,0.4
5/9/2017,9:00,17.12,1928,-100.8,8.36,34.07,4.3,1.3,81.2,7.78,0.4
5/9/2017,9:15,17.12,1928,-100.8,8.36,34.05,4.5,1.3,81.3,7.79,0.4
5/9/2017,9:30,17.14,1928,-100.9,8.36,33.09,4.5,1.3,81.4,7.8,0.4
5/9/2017,9:45,17.16,1928,-101.1,8.37,32.28,4.6,1.3,81.8,7.84,0.4
5/9/2017,10:00,17.14,1929,-101.1,8.37,32.06,4.7,1.4,81.9,7.84,0.4
5/9/2017,10:15,17.15,1929,-101.3,8.37,31.57,4.8,1.4,82.3,7.88,0.4
5/9/2017,10:30,17.19,1929,-101.6,8.37,28.72,4.9,1.4,82.9,7.93,0.5
5/9/2017,10:45,17.26,1929,-101.9,8.38,29.9,5.2,1.5,83.8,8.01,0.5
5/9/2017,11:00,17.33,1930,-102.2,8.38,29.74,4.9,1.4,84.6,8.07,0.5
5/9/2017,11:15,17.38,1930,-102.4,8.39,29.44,4.7,1.4,85.1,8.12,0.4
5/9/2017,11:30,17.48,1931,-102.5,8.39,28.83,4.7,1.4,85.5,8.13,0.4
5/9/2017,11:45,17.85,1927,-102.4,8.39,27.47,4.4,1.3,85.5,8.07,0.4
5/9/2017,12:00,18.04,1929,-102.4,8.38,27.18,4.1,1.2,86.1,8.09,0.4
5/9/2017,12:15,17.89,1928,-102.5,8.39,26.9,4.2,1.2,86,8.11,0.4
5/9/2017,12:30,17.83,1929,-102.5,8.39,26.16,4.3,1.2,86,8.12,0.4
5/9/2017,12:45,17.99,1930,-102.8,8.39,26.3,4.4,1.3,87.1,8.2,0.4
5/9/2017,13:00,18.45,1933,-102.6,8.39,24.98,3.8,1.1,87.6,8.17,0.3
5/9/2017,13:15,18.1,1935,-102.5,8.39,25.31,4.4,1.3,87.2,8.19,0.4
5/9/2017,13:30,18.2,1939,-102.6,8.39,24.34,4.8,1.4,87.5,8.2,0.4
5/9/2017,13:45,18.11,1939,-102.4,8.38,25.37,4.2,1.2,87,8.17,0.4
5/9/2017,14:00,17.9,1938,-102,8.38,30.8,5.2,1.5,85.7,8.08,0.5
5/9/2017,14:15,17.97,1939,-102,8.38,30.6,4.8,1.4,86,8.1,0.5
5/9/2017,14:30,17.98,1940,-102,8.38,31.7,4.9,1.4,85.9,8.09,0.4
5/9/2017,14:45,18.06,1941,-102,8.38,31.29,5,1.4,86,8.09,0.4
5/9/2017,15:00,18.1,1941,-102.1,8.38,32.57,4.8,1.4,86.2,8.1,0.4
5/9/2017,15:15,18.15,1941,-102.2,8.38,34.15,5.1,1.5,86.4,8.11,0.4
5/9/2017,15:30,18.22,1941,-102.3,8.38,36.59,5,1.4,86.6,8.11,0.5
5/9/2017,15:45,18.27,1941,-102.4,8.38,38.45,5.2,1.5,86.7,8.12,0.5
5/9/2017,16:00,18.3,1941,-102.3,8.38,41.66,5.2,1.5,86.6,8.1,0.5
5/9/2017,16:15,18.33,1939,-102.3,8.38,48.02,5.4,1.5,86.6,8.09,0.5
5/9/2017,16:30,18.37,1938,-102.3,8.38,55.27,5.7,1.6,86.5,8.08,0.5
5/9/2017,16:45,18.4,1937,-102.3,8.38,58.35,5.6,1.6,86.6,8.09,0.5
5/9/2017,17:00,18.42,1937,-102.3,8.38,64.6,5.7,1.6,86.6,8.08,0.5
5/9/2017,17:15,18.45,1936,-102.3,8.38,71.85,5.8,1.7,86.5,8.07,0.6
5/9/2017,17:30,18.46,1935,-102.3,8.38,82.63,5.9,1.7,86.4,8.06,0.6
5/9/2017,17:45,18.47,1934,-102.3,8.38,87.53,6,1.7,86.4,8.05,0.6
5/9/2017,18:00,18.49,1933,-102.2,8.38,93.77,6.1,1.7,86.2,8.03,0.6
5/9/2017,18:15,18.49,1932,-102.2,8.38,95.6,5.8,1.7,86.1,8.02,0.6
5/9/2017,18:30,18.49,1930,-102.1,8.38,99,6.2,1.8,85.8,7.99,0.6
5/9/2017,18:45,18.47,1928,-102,8.38,100.06,6.2,1.8,85.5,7.97,0.7
5/9/2017,19:00,18.45,1927,-102,8.38,101.27,6.2,1.8,85.4,7.96,0.6
5/9/2017,19:15,18.43,1922,-101.8,8.37,102.92,6.3,1.8,84.8,7.92,0.6
5/9/2017,19:30,18.4,1919,-101.7,8.37,112.12,6.1,1.7,84.6,7.9,0.7
5/9/2017,19:45,18.37,1916,-101.6,8.37,118.37,6.5,1.8,84.3,7.87,0.7
5/9/2017,20:00,18.33,1912,-101.5,8.37,120.12,6.5,1.8,84,7.86,0.7
5/9/2017,20:15,18.28,1906,-101.4,8.37,118.66,6.5,1.8,83.8,7.84,0.7
5/9/2017,20:30,18.23,1900,-101.4,8.37,112.64,6.4,1.8,83.6,7.83,0.7
5/9/2017,20:45,18.18,1896,-101.3,8.36,109.37,6.6,1.8,83.4,7.83,0.7
5/9/2017,21:00,18.16,1893,-101.3,8.36,107.62,6.7,1.9,83.3,7.81,0.7
5/9/2017,21:15,18.12,1892,-101.2,8.36,100.29,6.7,1.9,83.2,7.81,0.6
5/9/2017,21:30,18.1,1892,-101.2,8.36,101.12,6.6,1.9,83.1,7.81,0.7
5/9/2017,21:45,18.07,1892,-101.2,8.36,98.06,6.7,1.9,83,7.8,0.6
5/9/2017,22:00,18.05,1892,-101.2,8.36,93.3,6,1.7,82.9,7.8,0.6
5/9/2017,22:15,18.02,1890,-101.2,8.36,83.57,6.4,1.8,82.8,7.79,0.6
5/9/2017,22:30,17.99,1887,-101.2,8.36,80.24,6.4,1.8,82.8,7.79,0.6
5/9/2017,22:45,17.98,1885,-101.2,8.36,78.95,6.3,1.8,82.7,7.79,0.6
5/9/2017,23:00,17.95,1884,-101.3,8.37,72.63,6.2,1.8,82.8,7.8,0.6
5/9/2017,23:15,17.96,1884,-101.3,8.37,72.33,6,1.7,82.7,7.79,0.6
5/9/2017,23:30,17.93,1884,-101.4,8.37,66.91,6.1,1.7,82.7,7.8,0.5
5/9/2017,23:45,17.92,1884,-101.4,8.37,67.06,6.2,1.8,82.7,7.79,0.5
5/10/2017,0:00,17.9,1884,-101.4,8.37,66.17,5.5,1.6,82.6,7.79,0.5
5/10/2017,0:15,17.88,1884,-101.4,8.37,61.36,6.1,1.7,82.5,7.79,0.5
5/10/2017,0:30,17.88,1884,-101.4,8.37,64.76,5.9,1.7,82.4,7.78,0.5
5/10/2017,0:45,17.88,1883,-101.4,8.37,59.96,6,1.7,82.3,7.76,0.5
5/10/2017,1:00,17.87,1883,-101.4,8.37,58.64,5.8,1.7,82.2,7.76,0.5
5/10/2017,1:15,17.84,1883,-101.3,8.37,55.93,5.7,1.6,82.1,7.76,0.5
5/10/2017,1:30,17.85,1882,-101.4,8.37,54.02,5.7,1.6,82.1,7.75,0.5
5/10/2017,1:45,17.89,1880,-101.4,8.37,55.05,5.6,1.6,81.9,7.73,0.5
5/10/2017,2:00,17.91,1874,-101.4,8.37,52.14,5.3,1.5,81.7,7.71,0.5
5/10/2017,2:15,17.9,1867,-101.1,8.36,51.24,6.2,1.8,81.2,7.66,0.5
5/10/2017,2:30,17.85,1858,-101,8.36,49.08,4.9,1.4,80.9,7.64,0.4
5/10/2017,2:45,17.82,1851,-100.9,8.36,48.15,4.7,1.4,80.8,7.63,0.4
5/10/2017,3:00,17.82,1840,-100.7,8.36,49.68,4.6,1.3,80.5,7.6,0.4
5/10/2017,3:15,17.81,1828,-100.5,8.35,46,4.4,1.3,80,7.56,0.4
5/10/2017,3:30,17.74,1792,-100.2,8.35,46.57,4.2,1.2,79.1,7.49,0.4
5/10/2017,3:45,17.69,1776,-99.9,8.34,50,3.9,1.2,78.6,7.45,0.4
5/10/2017,4:00,17.63,1755,-99.7,8.34,46.22,4,1.2,78.2,7.42,0.4
5/10/2017,4:15,17.54,1728,-99.5,8.34,50.88,4.1,1.2,77.9,7.41,0.4
5/10/2017,4:30,17.46,1708,-99.4,8.33,50.18,4,1.2,77.6,7.39,0.4
5/10/2017,4:45,17.43,1692,-99.3,8.33,53.39,4.2,1.2,77.3,7.37,0.4
5/10/2017,5:00,17.4,1689,-99.3,8.33,50.35,4.2,1.2,77.2,7.36,0.4
5/10/2017,5:15,17.37,1686,-99.3,8.33,52.37,4.1,1.2,77.2,7.37,0.4
5/10/2017,5:30,17.34,1686,-99.3,8.33,52.67,4.2,1.2,77.1,7.36,0.4
5/10/2017,5:45,17.32,1686,-99.3,8.33,53.68,4.3,1.2,76.9,7.35,0.4
5/10/2017,6:00,17.27,1684,-99.3,8.33,53.25,4.3,1.2,76.9,7.35,0.4
5/10/2017,6:15,17.25,1683,-99.4,8.34,54.01,3.9,1.2,76.9,7.36,0.4
5/10/2017,6:30,17.22,1687,-99.5,8.34,50.71,4,1.2,77.1,7.38,0.4
5/10/2017,6:45,17.21,1691,-99.6,8.34,49.23,3.9,1.1,77.2,7.39,0.4
5/10/2017,7:00,17.22,1692,-99.7,8.34,48.87,3.9,1.2,77.1,7.38,0.4
5/10/2017,7:15,17.22,1695,-99.7,8.34,48.7,3.8,1.1,77.2,7.39,0.4
5/10/2017,7:30,17.2,1693,-99.8,8.34,46.53,3.9,1.1,77.2,7.39,0.4
5/10/2017,7:45,17.21,1691,-99.7,8.34,46.66,3.9,1.1,77.1,7.38,0.4
5/10/2017,8:00,17.21,1694,-99.9,8.35,43.78,4,1.2,77.4,7.41,0.4
5/10/2017,8:15,17.22,1695,-99.8,8.34,45,3.8,1.1,77.2,7.39,0.4
5/10/2017,8:30,17.22,1690,-99.7,8.34,44.3,3.9,1.1,77.2,7.39,0.4
5/10/2017,8:45,17.22,1687,-99.7,8.34,45.09,3.8,1.1,77.2,7.39,0.4
5/10/2017,9:00,17.22,1684,-99.9,8.34,43.29,3.8,1.1,77.5,7.42,0.4
5/10/2017,9:15,17.24,1682,-99.9,8.34,42.88,3.8,1.1,77.5,7.41,0.4
5/10/2017,9:30,17.28,1680,-100.1,8.35,41.72,4,1.2,78,7.46,0.4
5/10/2017,9:45,17.3,1679,-100,8.35,41.99,4,1.2,78,7.45,0.4
5/10/2017,10:00,17.38,1679,-100.2,8.35,40.17,4,1.2,78.4,7.48,0.5
5/10/2017,10:15,17.41,1678,-100.2,8.35,39.82,4.1,1.2,78.6,7.49,0.4
5/10/2017,10:30,17.45,1676,-100.3,8.35,39.16,4,1.2,78.8,7.5,0.4
5/10/2017,10:45,17.51,1675,-100.4,8.35,38.5,4.2,1.2,78.8,7.5,0.4
5/10/2017,11:00,17.57,1678,-100.4,8.35,38.02,4.1,1.2,79,7.51,0.4
5/10/2017,11:15,17.6,1686,-100.3,8.35,37.39,4.1,1.2,78.8,7.49,0.4
5/10/2017,11:30,17.58,1688,-100.3,8.35,37.27,3.9,1.1,78.8,7.49,0.4
5/10/2017,11:45,17.58,1691,-100.4,8.35,36.5,3.8,1.1,78.9,7.5,0.4
5/10/2017,12:00,17.61,1697,-100.4,8.35,35.4,3.8,1.1,79.1,7.52,0.4
5/10/2017,12:15,17.46,1683,-100.4,8.35,34.78,4,1.2,78.5,7.47,0.4
5/10/2017,12:30,17.63,1695,-100.3,8.35,33.05,3.6,1.1,78.7,7.47,0.4
5/10/2017,12:45,17.81,1712,-100.7,8.36,31.82,3.7,1.1,79.6,7.52,0.3
5/10/2017,13:00,18.15,1753,-101.3,8.37,31.56,3.7,1.1,81.2,7.63,0.3
5/10/2017,13:15,18.59,1835,-102,8.38,30.52,3.6,1.1,83.9,7.8,0.4
5/10/2017,13:30,18.73,1860,-102.2,8.38,28.85,3.8,1.1,84.5,7.84,0.4
5/10/2017,13:45,18.65,1836,-102.3,8.38,29.05,3.8,1.1,84,7.81,0.3
5/10/2017,14:00,18.96,1909,-102.6,8.38,28.04,4,1.2,86.1,7.95,0.3
5/10/2017,14:15,19.18,1917,-102.6,8.38,27.99,3.8,1.1,86.3,7.93,0.3
5/10/2017,14:30,19.09,1923,-102.1,8.37,27.11,3.8,1.1,85.8,7.9,0.3
5/10/2017,14:45,19.25,1929,-102,8.37,26.38,3.7,1.1,86.1,7.91,0.3
5/10/2017,15:00,18.95,1895,-101.7,8.37,26.27,3.9,1.1,84.6,7.81,0.3
5/10/2017,15:15,18.91,1885,-101.6,8.37,25.47,3.9,1.1,84.3,7.79,0.3
5/10/2017,15:30,18.86,1879,-101.4,8.36,25.81,3.9,1.1,83.8,7.76,0.3
5/10/2017,15:45,18.87,1876,-101.4,8.36,26.34,3.9,1.1,83.7,7.75,0.3
5/10/2017,16:00,18.8,1869,-101.3,8.36,26.88,4,1.2,83.3,7.72,0.3
5/10/2017,16:15,18.82,1865,-101.3,8.36,26.51,4,1.2,83.4,7.73,0.4
5/10/2017,16:30,18.82,1862,-101.3,8.36,26.7,4.1,1.2,83.5,7.73,0.4
5/10/2017,16:45,18.81,1861,-101.3,8.36,28.03,4.4,1.3,83.3,7.72,0.3
5/10/2017,17:00,18.82,1860,-101.3,8.36,29.41,4.2,1.2,83.4,7.72,0.3
5/10/2017,17:15,18.84,1861,-101.3,8.36,30.43,4.4,1.3,83.4,7.72,0.4
5/10/2017,17:30,18.84,1862,-101.3,8.36,33.42,4.5,1.3,83.5,7.73,0.3
5/10/2017,17:45,18.84,1865,-101.4,8.36,39.23,4.5,1.3,83.4,7.72,0.4
